title,rating,number_of_reviews,bought_in_last_month,current/discounted_price,price_on_variant,listed_price,is_best_seller,is_sponsored,is_couponed,delivery_details,sustainability_badges,collected_at,coupon_amount,delivery_cost,est_delivery_date,is_free_delivery,has_fast_delivery,fastest_delivery_date,delivery_weekday,main_sustainability_badge,extra_badges_count
"TP-Link AX1800 WiFi 6 Router V4 (Archer AX21) – Dual Band Wireless Internet, Gigabit, Easy Mesh, Works with Alexa - A Certified for Humans Device, Free Expert Support",4.4,22417,10000,54.98,50.03,99.99,True,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:15:47,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
"HP 62 Black/Tri-color Ink Cartridges for HP Printers (2-pack) | Works with Printer Series: ENVY 5540, 5640, 5660, 7640, OfficeJet 5740, 8040, OfficeJet Mobile 200, 250 | N9H64FN",4.7,27222,10000,,54.89,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:15:47,0,0.0,,False,False,,,Manufacturing practices,0
"Mounting Dream UL Listed TV Mount for Most 37-75 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",4.7,111424,10000,29.99,0.0,35.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:47,0,0.0,2025-09-01,False,False,,Mon,None,0
"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",4.1,32198,7000,,0.0,0.0,True,False,No Coupon,,None,2025-08-21 11:15:47,0,0.0,,False,False,,,None,0
"Brother Genuine TN760 High Yield Black Toner Cartridge, (For use with MFC-L2710DW MFC-L2750DW HL-L2350DW HL-L2370DW HL-L2395DW HL-L2390DW DCP-L2550DW Printers)",4.7,33424,10000,91.9,0.0,0.0,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:47,0,0.0,2025-09-01,False,False,,Mon,None,0
"Beats Studio Buds + | True Wireless Noise Cancelling Earbuds, Enhanced Apple & Android Compatibility, Built-in Microphone, Sweat Resistant Bluetooth Headphones, Spatial Audio - Black/Gold",4.1,5263,8000,,92.95,0.0,False,False,No Coupon,,None,2025-08-21 11:15:47,0,0.0,,False,False,,,None,0
"Beats Powerbeats Pro 2 Wireless Bluetooth Earbuds - Noise Cancelling, Heart Rate Monitor, IPX4, Up to 45H Battery & Charging Case, Works with Apple & Android - Jet Black",4.1,2120,8000,,249.95,0.0,False,False,No Coupon,,None,2025-08-21 11:15:47,0,0.0,,False,False,,,None,0
"Amazon Basics 10 Security-Tinted Self-Seal Business Letter Envelopes, Peel & Seal Adhesive Closure, White, 500-Pack",4.8,17025,20000,18.99,13.84,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:47,0,0.0,2025-09-01,False,False,,Mon,None,0
"AMD Ryzen 7 7800X3D 8-Core, 16-Thread Desktop Processor",4.8,5729,5000,359.0,0.0,449.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:47,0,0.0,2025-09-01,False,False,,Mon,None,0
"Logitech MK345 Wireless Keyboard and Mouse Combo with Palm Rest, 2.4 GHz USB Receiver, Compatible with PC, Laptop, Black",4.4,40618,10000,,22.66,0.0,False,False,No Coupon,,None,2025-08-21 11:15:47,0,0.0,,False,False,,,None,0
"acer 7-in-1 Wireless Charging Station: Charger Stand for Multiple Devices for Apple - iPhone 16 15 14 13 12 Pro Max Apple Watch Airpods, Wireless Charger iPhone Charging Station with Bluetooth TimeSyn",4.3,598,5000,44.98,0.0,76.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"acer 311 Chromebook 2025 Flagship Slim Light Laptop, 11.6"" HD Display, Dual-Core Intel N4500 Processor (Upto 2.80GHz), 4GB RAM, 64GB eMMC, Wi-Fi 5, Webcam 8+ Hrs Battery, Chrome OS +HubxcelAccessory",4.2,69,50,229.0,0.0,0.0,False,True,Save $20.00  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,$20.00,0.0,2025-09-01,False,False,,Mon,None,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,0,85.99,0.0,0.0,False,True,Save $16.00  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,$16.00,0.0,2025-09-01,False,False,,Mon,None,0
"HP 64XL Tri-color High-yield Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J91AN",4.7,18697,10000,,68.89,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:15:58,0,0.0,,False,False,,,Manufacturing practices,0
"Amazon Basics Wide Ruled Lined Writing Note Pads, 8.5 inch x 11.75 inch, White, 12 Count (12 Pack of 50)",4.7,113740,30000,11.72,9.26,0.0,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"CyberPower CP1500PFCLCD PFC Sinewave UPS Battery Backup and Surge Protector, 1500VA/1000W, 12 Outlets, AVR, Mini Tower; UL Certified",4.5,14563,6000,,239.95,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"Duracell Coppertop AA Batteries with Power Boost Ingredients, 20 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",4.8,109009,20000,17.85,0.0,18.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
Texas Instruments TI-Nspire CX II Color Graphing Calculator with Student Software (PC/Mac) White 3.54 x 7.48,4.6,3826,7000,148.0,135.26,165.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Apple iPhone 14, 128GB, Midnight - Unlocked (Renewed)",4.1,6157,5000,,0.0,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"HP 61 Black Ink Cartridge | Works with Printer Series: DeskJet 1000, 1010, 1050, 1510, 2050, 2510, 2540, 3000, 3050, 3510; ENVY 4500, 5530; OfficeJet 2620, 4630 | Eligible for Instant Ink | CH561WN",4.7,67513,20000,,28.89,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"Amazon Basics Hanging Organizer File Folders for Efficient Filing, Sturdy, Adjustable Tabs, Letter Size, Pack of 25, Green",4.7,89487,20000,9.27,8.27,13.33,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Powermax 24-Count Double AA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",4.6,18220,40000,7.11,0.0,7.79,False,False,No Coupon,"Delivery Mon, Sep 1",Small Business,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,Small Business,0
"Apple Pencil (2nd Generation): Device Compatibility Check Required - Pixel-Perfect Precision, Perfect for Note-Taking, Drawing, and Signing documents. Attaches, Charges, and Pairs magnetically.",4.7,94055,10000,,77.42,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"HP 148A Black Laserjet Toner Cartridge | This Cartridge Works Laserjet Pro 4001, MFP 4101 | W1480A",4.7,549,7000,,140.89,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"HP 962XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 9010, Pro 9010, 9020 | Eligible for Instant Ink | 3JA03AN",4.7,12972,10000,,63.89,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:15:58,0,0.0,,False,False,,,Manufacturing practices,0
"Baseus 2 Pack 65W USB C Charger Block, PPS 3-Port Fast Compact Foldable USB C Charger for MacBook, iPad Pro, Galaxy S24, iPhone 16/15 and More Series",4.8,65,1000,29.99,0.0,49.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300™ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,0,179.99,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Small Business,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,Small Business,0
"Powermax 24-Count Triple AAA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",4.6,25884,40000,6.99,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Small Business,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,Small Business,0
"HP 65 Black/Tri-color Ink Cartridges for HP Printers (2-pack) | Works with Printer Series: AMP 100, DeskJet 2600, 3700, ENVY 5000 | Eligible for Instant Ink | T0A36AN",4.7,40282,10000,,43.89,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
Apple Magic Mouse - White Multi-Touch Surface ​​​​​​​,4.6,19802,10000,,59.57,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop",4.4,1729,10000,,46.01,0.0,False,False,No Coupon,,Carbon impact,2025-08-21 11:15:58,0,0.0,,False,False,,,Carbon impact,0
"Sony WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New",4.4,11704,10000,,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Alexa Built-in,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,Alexa Built-in,0
"Scotch Thermal Laminating Pouches, 100 Count, Clear, 5 mil, Laminate Business Cards, Small Banners, Essays, Office or School Supplies, Fits Letter Size 8.9x11.4 in Paper",4.9,9929,10000,23.5,22.56,30.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
Apple AirPods Pro Wireless Earbuds with MagSafe Charging Case (Renewed),3.8,2913,10000,,0.0,0.0,False,False,No Coupon,,None,2025-08-21 11:15:58,0,0.0,,False,False,,,None,0
"SanDisk 1TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-1T00-G25",4.6,80952,10000,103.9,89.45,129.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Amazon Basics 12-Pack D Cell Alkaline All-Purpose Batteries, 1.5 Volt, 5-Year Shelf Life",4.7,129016,20000,17.49,0.0,0.0,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"BIC Round Stic Xtra Life Ballpoint Pen, Ultra Long Lasting and Consistent Ink Flow, 60-Count in Black Ink",4.7,114733,30000,6.74,5.49,0.0,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP 64 Black Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J90AN",4.6,33075,10000,,25.89,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:15:58,0,0.0,,False,False,,,Manufacturing practices,0
Dell 65W USB-C Laptop Charger for XPS and Latitude 5000 - Power Cord Included,4.5,2171,10000,23.29,0.0,0.0,False,False,No Coupon,Delivery Aug 29 - Sep 2,None,2025-08-21 11:15:58,0,0.0,2025-08-29,False,False,,,None,0
"ASUS Vivobook Ultrathin Go Laptop 2024Newest, 14'' FHD Display, Dual-Core Intel Celeron N4500 (Upto 2.80GHz), 4GB RAM, 128GB (64GB eMMC+64GB SD), Webcam, Long Battery, Windows 11S +MarxsolAccessory",2.8,14,0,229.0,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,0,49.99,0.0,79.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,None,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,0,134.39,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Manufacturing practices,2025-08-21 11:15:58,0,0.0,2025-09-01,False,False,,Mon,Manufacturing practices,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,0,85.99,0.0,0.0,False,True,Save $16.00  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,$16.00,0.0,2025-09-01,False,False,,Mon,None,0
"DYMO LetraTag LT-100H Handheld Aesthetic Label Maker | ABC Keyboard Label Printer with Easy-to-Use, 13 Character LCD Screen | Great for Home & Office Organization | Pink (New)",4.6,43940,1000,29.99,0.0,0.0,False,True,No Coupon,Delivery Sep 9 - 25,None,2025-08-21 11:16:09,0,0.0,2025-09-09,False,False,,,None,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300™ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,0,179.99,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"TP-Link AC1900 WiFi Range Extender RE550 | Dual-Band Wireless Repeater Amplifier w/Gigabit Ethernet Port | Up to 2200 Sq. Ft., 32 Devices | Internet Signal Booster | APP Setup | EasyMesh Compatible",4.4,17726,10000,49.99,47.2,79.99,False,False,Save $4.00  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,$4.00,0.0,2025-09-01,False,False,,Mon,None,0
"HP 65 Black Ink Cartridge for HP Printers | Works with Printer Series: AMP 100, DeskJet 2600, 3700; ENVY 5000 | Eligible for Instant Ink | N9K02AN",4.7,92678,20000,,22.89,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:16:09,0,0.0,,False,False,,,Manufacturing practices,0
"Avery Easy Peel Printable Address Labels with Sure Feed, 1"" x 2-5/8"" Customizable Stickers, White, 3,000 Blank Mailing Labels, Great for Mailing, Shipping, and More (5160)",4.8,20128,10000,26.99,24.09,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"Acer USB Hub 4 Ports, Multiple USB 3.0 Hub, USBA Splitter for Laptop with Type C Power Port, Extender for A Port Laptop, PC, Desktop and More (2ft)",4.6,8570,10000,9.98,0.0,22.99,True,False,No Coupon,"Delivery Mon, Sep 1",Carbon impact,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Carbon impact,0
"Amazon Basics 2.4 Ghz Wireless Optical Computer Mouse with USB Nano Receiver, Black",4.5,61499,10000,11.99,10.77,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP 62XL Black High-yield Ink Cartridges for HP Printers | Works with Printer Series: ENVY 5540, 5640, 5660, 7640, OfficeJet 5740, 8040, OfficeJet Mobile 200, 250 | Instant Ink | C2P05AN",4.7,28081,10000,,57.99,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:16:09,0,0.0,,False,False,,,Manufacturing practices,0
"Bose QuietComfort Bluetooth Headphones, Wireless Headphones with Active Over Ear Noise Cancelling and Mic, Deep Bass, Up to 24 Hours of Playtime, Black",4.6,12875,5000,,228.0,0.0,False,False,No Coupon,,None,2025-08-21 11:16:09,0,0.0,,False,False,,,None,0
"HP 952XL Black High-yield Ink Cartridge for HP Printers | Works with HP OfficeJet 8702; HP OfficeJet Pro 7720, 7740, 8210, 8216, 8710, 8715, 8720, 8725, 8730, 8740 | Eligible for Instant Ink | F6U19AN",4.7,21145,10000,,70.89,0.0,False,False,No Coupon,,Manufacturing practices,2025-08-21 11:16:09,0,0.0,,False,False,,,Manufacturing practices,0
"HP Color Laserjet Pro MFP 3301sdw Wireless All-in-One Color Laser Printer, Scanner, Copier, Best-for-Office (499Q3F)",4.2,496,4000,539.0,370.75,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
"JBL FLIP 5, Waterproof Portable Bluetooth Speaker, Black, Small",4.8,81751,10000,,84.99,0.0,False,False,No Coupon,,None,2025-08-21 11:16:09,0,0.0,,False,False,,,None,0
"HP 206X Black High-yield Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2110X, Pack of 1, Black",4.7,2919,7000,,129.89,0.0,False,False,No Coupon,,None,2025-08-21 11:16:09,0,0.0,,False,False,,,None,0
"HP 902XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 6954, 6958, 6962, OfficeJet Pro 6968, 6975,, 6978 | Eligible for Instant Ink | T6M14AN",4.6,28351,10000,57.89,0.0,78.0,False,False,No Coupon,"Delivery Mon, Sep 1",Manufacturing practices,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Manufacturing practices,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Small Business,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Small Business,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,0,134.39,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Manufacturing practices,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Manufacturing practices,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,0,49.99,0.0,79.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"DJI Mini 3 Fly More Combo (DJI RC), Drones with Camera for Adults 4K, 3 Batteries for 114-min Flight Time, Vertical Shooting, 32800ft (10km) Video Transmission, Lightweight Mini Drone for Beginners",4.5,4841,3000,659.0,0.0,719.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"DJI Mini 4K, Drone with 4K UHD Camera for Adults, Under 249 g, 3-Axis Gimbal Stabilization, 10km Video Transmission, Auto Return, Wind Resistance, 1 Battery for 31-Min Max Flight Time, Intelligent Flight",4.6,17686,7000,,399.0,0.0,True,False,No Coupon,,None,2025-08-21 11:16:09,0,0.0,,False,False,,,None,0
"Apple iPad mini (A17 Pro): Apple Intelligence, 8.3-inch Liquid Retina Display, 128GB, Wi-Fi 6E, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Space Gray",4.7,1527,3000,,383.93,0.0,False,False,No Coupon,,Energy efficiency,2025-08-21 11:16:09,0,0.0,,False,False,,,Energy efficiency,0
"HP OfficeJet Pro 9125e All-in-One Printer, Color, Printer-for-Small Medium Business, Print, Copy, scan, fax,Touchscreen; Smart Advance Scan, 3 month Instant Ink trial included",3.6,2411,6000,209.99,0.0,299.89,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
"TP-Link TL-SG105, 5 Port Gigabit Unmanaged Ethernet Switch, Network Hub, Ethernet Splitter, Plug & Play, Fanless Metal Design, Shielded Ports, Traffic Optimization",4.7,133194,10000,12.99,11.98,24.99,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP Original 67 Tri-Color / 67XL Black Ink Cartridges (2-Pack) | Works DeskJet 1255, 2700, 4100 Series Envy 6000, 6400 Series | Eligible for Instant Ink | 3YP30AN",4.7,4018,10000,51.92,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
Texas Instruments TI-Nspire CX II CAS Color Graphing Calculator with Student Software (PC/Mac),4.6,8952,6000,151.99,128.37,175.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"Amazon Basics Classic Puresoft PU Padded Mid-Back Height Adjustable Office Computer Desk Chair with Armrest, 26""D x 23.75""W x 42""H, Black",4.2,38911,8000,79.96,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Forestry practices,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Forestry practices,0
"Epson EcoTank ET-4800 Wireless All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet – Ideal-for Your Home Office, White",4.0,4527,5000,259.99,0.0,299.99,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
Texas Instruments TI-36X Pro Engineering/Scientific Calculator | 9.7 Inch | Black.,4.8,22149,10000,20.73,13.0,25.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"Sony WH-1000XM6 The Best Wireless Noise Canceling Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black",4.4,723,4000,448.0,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"Amazon Basics Surge Protector Power Strip, 6-Outlet, 790 Joules, LED Indicator, 6ft Extension Cord, White",4.8,43285,10000,10.14,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4.0,5,0,59.99,0.0,79.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"DYMO LabelManager 160 Portable Label Maker Bundle, Easy-to-Use, One-Touch Smart Keys, QWERTY Keyboard, Large Display, For Home & Office Organization, Includes 3 D1 label cassettes",4.6,30942,4000,59.22,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"LISEN Retractable Car Charger, 69W USB C Car Accessories Adapter for iPhone 16 USB C Charger Fast Charging,Gifts for Women Men, Travel Essentials, Truck Accessories, for iPhone 16 Pro Max 15 14 13 12",4.6,10222,10000,16.99,0.0,27.99,True,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:09,0,0.0,2025-09-01,False,False,,Mon,None,0
"Amazon Basics 3-Button USB Wired Mouse with Scrolling and Tracking - Standard, Black",4.6,88282,10000,6.75,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:24,0,0.0,2025-09-01,False,False,,Mon,None,0
"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Black/Graphite, One Size (S & L Bands Included)",4.3,15877,6000,149.95,148.99,199.95,False,False,No Coupon,"Delivery Mon, Sep 1",Alexa Built-in,2025-08-21 11:16:24,0,0.0,2025-09-01,False,False,,Mon,Alexa Built-in,0
"Duracell Coppertop D Batteries, 8 Count Pack, D Battery with Long-lasting Power, All-Purpose Alkaline D Battery for Household and Office Devices",4.8,34183,10000,16.98,0.0,18.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:24,0,0.0,2025-09-01,False,False,,Mon,None,0
"Lasko Wind Machine Fan, Air Circulator Fan with 3 Speeds, 20"" Model 3300, Gray",4.4,16987,10000,39.97,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:24,0,0.0,2025-09-01,False,False,,Mon,None,0
"Energizer CR2032 Lithium 3V Coin Batteries for Watches, AirTags, Key Fobs, Small Electronics (10 Pack)",4.8,3688,20000,,13.53,0.0,False,False,No Coupon,,None,2025-08-21 11:16:24,0,0.0,,False,False,,,None,0
"DJI Osmo Mobile 7P Gimbal Stabilizer for iPhone, Android, Native Tracking, Lighting, 3-Axis Phone Gimbal, Quick Launch, One-Tap Edit, Built-in Extension Rod & Tripod, 10hrs Use, Phone Charging",4.6,2246,7000,145.0,137.76,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:24,0,0.0,2025-09-01,False,False,,Mon,None,0
"Brother P-Touch, PTD210, Easy-to-Use Label Maker Bundle (4 Label Tapes Included), White, Small",4.6,3398,10000,59.99,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:16:24,0,0.0,2025-09-01,False,False,,Mon,None,0
"Amazon Kindle Paperwhite 16GB (newest model) – Our fastest Kindle ever, with new 7"" glare-free display, and weeks of battery life – Without lockscreen ads – Black",4.6,10602,0,,179.99,0.0,False,False,No Coupon,,Recycled materials,2025-08-21 11:16:24,0,0.0,,False,False,,,Recycled materials,0
"Anker Portable Charger, 10,000mAh 30W Power Bank, USB-C in and Out Fast Charging Battery Pack, Travel Essential Phone Power Bank, for iPhone 16/15, iPad, MacBook, Galaxy, Google, and More",4.6,8134,10000,,14.49,0.0,False,False,No Coupon,,Carbon impact,2025-08-21 11:16:24,0,0.0,,False,False,,,Carbon impact,0
